Employee_ID,Employee_Name,Restaurant_Name,Shift_Date,Start_Time,End_Time,Hourly_Pay,Backup,Rota_Slot,Total_Hours
GH_E003,Aaron,Gourmet Haven,2023-01-04,08:00,14:00,15.03,Julia,Morning,6
GH_E001,Yvonne,Gourmet Haven,2023-01-04,16:00,00:00,14.29,Fiona,Evening,8
SB_E007,Grace,Savory Bites,2023-01-05,08:00,18:00,13.6,Karen,Morning,10
SB_E011,Karen,Savory Bites,2023-01-05,16:00,00:00,12.33,Carol,Evening,8
UF_E007,Steve,Urban Feast,2023-01-05,08:00,18:00,13.89,Tara,Morning,10
UF_E008,Tara,Urban Feast,2023-01-05,16:00,00:00,13.11,Xena,Evening,8
GH_E002,Zack,Gourmet Haven,2023-01-05,08:00,16:00,14.76,Gordon,Morning,8
GH_E001,Yvonne,Gourmet Haven,2023-01-05,16:00,00:00,14.29,Gordon,Evening,8
SB_E006,Frank,Savory Bites,2023-01-06,08:00,16:00,13.55,Bob,Morning,8
SB_E008,Henry,Savory Bites,2023-01-06,16:00,02:00,12.97,Grace,Evening,10
UF_E012,Xena,Urban Feast,2023-01-06,08:00,12:00,14.94,Violet,Morning,4
UF_E004,Pam,Urban Feast,2023-01-06,16:00,22:00,13.64,Steve,Evening,6
GH_E008,Fiona,Gourmet Haven,2023-01-06,08:00,16:00,15.47,Gordon,Morning,8
GH_E010,Hanna,Gourmet Haven,2023-01-06,16:00,00:00,15.24,Yvonne,Evening,8
SB_E012,Leo,Savory Bites,2023-01-07,08:00,12:00,12.75,Bob,Morning,4
SB_E010,Jack,Savory Bites,2023-01-07,16:00,00:00,12.25,Karen,Evening,8
UF_E011,Will,Urban Feast,2023-01-07,08:00,18:00,14.8,Xena,Morning,10
UF_E010,Violet,Urban Feast,2023-01-07,16:00,22:00,13.18,Pam,Evening,6
GH_E006,Daisy,Gourmet Haven,2023-01-07,08:00,14:00,15.26,Zack,Morning,6
GH_E003,Aaron,Gourmet Haven,2023-01-07,16:00,00:00,15.03,Daisy,Evening,8
SB_E008,Henry,Savory Bites,2023-01-08,08:00,14:00,12.97,Carol,Morning,6
SB_E001,Alice,Savory Bites,2023-01-08,16:00,00:00,12.79,Bob,Evening,8
UF_E010,Violet,Urban Feast,2023-01-08,08:00,16:00,13.18,Rose,Morning,8
UF_E012,Xena,Urban Feast,2023-01-08,16:00,20:00,14.94,Tara,Evening,4
GH_E009,Gordon,Gourmet Haven,2023-01-08,08:00,12:00,14.04,Julia,Morning,4
GH_E002,Zack,Gourmet Haven,2023-01-08,16:00,22:00,14.76,Gordon,Evening,6
SB_E006,Frank,Savory Bites,2023-01-09,08:00,16:00,13.55,Carol,Morning,8
SB_E001,Alice,Savory Bites,2023-01-09,16:00,00:00,12.79,Irene,Evening,8
UF_E007,Steve,Urban Feast,2023-01-09,08:00,12:00,13.89,Violet,Morning,4
UF_E002,Nina,Urban Feast,2023-01-09,16:00,02:00,14.02,Quincy,Evening,10
GH_E004,Bella,Gourmet Haven,2023-01-09,08:00,14:00,14.09,Daisy,Morning,6
GH_E001,Yvonne,Gourmet Haven,2023-01-09,16:00,00:00,14.29,Julia,Evening,8
SB_E006,Frank,Savory Bites,2023-01-10,08:00,18:00,13.55,Eva,Morning,10
SB_E008,Henry,Savory Bites,2023-01-10,16:00,20:00,12.97,Leo,Evening,4
UF_E003,Oscar,Urban Feast,2023-01-10,08:00,16:00,14.75,Rose,Morning,8
UF_E004,Pam,Urban Feast,2023-01-10,16:00,00:00,13.64,Nina,Evening,8
GH_E003,Aaron,Gourmet Haven,2023-01-10,08:00,18:00,15.03,Isaac,Morning,10
GH_E006,Daisy,Gourmet Haven,2023-01-10,16:00,22:00,15.26,Ethan,Evening,6
SB_E006,Frank,Savory Bites,2023-01-11,08:00,16:00,13.55,Karen,Morning,8
SB_E004,Dave,Savory Bites,2023-01-11,16:00,20:00,13.01,Carol,Evening,4
UF_E012,Xena,Urban Feast,2023-01-11,08:00,18:00,14.94,Steve,Morning,10
UF_E007,Steve,Urban Feast,2023-01-11,16:00,00:00,13.89,Violet,Evening,8
GH_E001,Yvonne,Gourmet Haven,2023-01-11,08:00,14:00,14.29,Bella,Morning,6
GH_E005,Carl,Gourmet Haven,2023-01-11,16:00,02:00,14.9,Zack,Evening,10
SB_E009,Irene,Savory Bites,2023-01-12,08:00,16:00,12.29,Karen,Morning,8
SB_E009,Irene,Savory Bites,2023-01-12,16:00,22:00,12.29,Frank,Evening,6
UF_E003,Oscar,Urban Feast,2023-01-12,08:00,14:00,14.75,Quincy,Morning,6
UF_E009,Umar,Urban Feast,2023-01-12,16:00,00:00,13.35,Will,Evening,8
GH_E010,Hanna,Gourmet Haven,2023-01-12,08:00,16:00,15.24,Gordon,Morning,8
GH_E009,Gordon,Gourmet Haven,2023-01-12,16:00,22:00,14.04,Fiona,Evening,6
SB_E004,Dave,Savory Bites,2023-01-13,08:00,16:00,13.01,Karen,Morning,8
SB_E006,Frank,Savory Bites,2023-01-13,16:00,00:00,13.55,Henry,Evening,8
UF_E006,Rose,Urban Feast,2023-01-13,08:00,12:00,14.75,Mike,Morning,4
UF_E010,Violet,Urban Feast,2023-01-13,16:00,20:00,13.18,Umar,Evening,4
GH_E002,Zack,Gourmet Haven,2023-01-13,08:00,12:00,14.76,Gordon,Morning,4
GH_E005,Carl,Gourmet Haven,2023-01-13,16:00,02:00,14.9,Ethan,Evening,10
SB_E002,Bob,Savory Bites,2023-01-14,08:00,12:00,12.39,Grace,Morning,4
SB_E001,Alice,Savory Bites,2023-01-14,16:00,00:00,12.79,Irene,Evening,8
UF_E006,Rose,Urban Feast,2023-01-14,08:00,18:00,14.75,Steve,Morning,10
UF_E012,Xena,Urban Feast,2023-01-14,16:00,02:00,14.94,Nina,Evening,10
GH_E005,Carl,Gourmet Haven,2023-01-14,08:00,14:00,14.9,Fiona,Morning,6
GH_E001,Yvonne,Gourmet Haven,2023-01-14,16:00,22:00,14.29,Gordon,Evening,6
SB_E010,Jack,Savory Bites,2023-01-15,08:00,14:00,12.25,Frank,Morning,6
SB_E008,Henry,Savory Bites,2023-01-15,16:00,20:00,12.97,Dave,Evening,4
UF_E006,Rose,Urban Feast,2023-01-15,08:00,18:00,14.75,Umar,Morning,10
UF_E009,Umar,Urban Feast,2023-01-15,16:00,00:00,13.35,Rose,Evening,8
GH_E002,Zack,Gourmet Haven,2023-01-15,08:00,14:00,14.76,Daisy,Morning,6
GH_E011,Isaac,Gourmet Haven,2023-01-15,16:00,02:00,15.51,Yvonne,Evening,10
SB_E010,Jack,Savory Bites,2023-01-16,08:00,12:00,12.25,Carol,Morning,4
SB_E011,Karen,Savory Bites,2023-01-16,16:00,00:00,12.33,Dave,Evening,8
UF_E008,Tara,Urban Feast,2023-01-16,08:00,14:00,13.11,Umar,Morning,6
UF_E011,Will,Urban Feast,2023-01-16,16:00,20:00,14.8,Steve,Evening,4
GH_E012,Julia,Gourmet Haven,2023-01-16,08:00,16:00,15.61,Aaron,Morning,8
GH_E006,Daisy,Gourmet Haven,2023-01-16,16:00,00:00,15.26,Isaac,Evening,8
SB_E011,Karen,Savory Bites,2023-01-17,08:00,12:00,12.33,Alice,Morning,4
SB_E009,Irene,Savory Bites,2023-01-17,16:00,02:00,12.29,Jack,Evening,10
UF_E012,Xena,Urban Feast,2023-01-17,08:00,18:00,14.94,Steve,Morning,10
UF_E001,Mike,Urban Feast,2023-01-17,16:00,00:00,14.98,Tara,Evening,8
GH_E006,Daisy,Gourmet Haven,2023-01-17,08:00,18:00,15.26,Aaron,Morning,10
GH_E004,Bella,Gourmet Haven,2023-01-17,16:00,00:00,14.09,Fiona,Evening,8
SB_E004,Dave,Savory Bites,2023-01-18,08:00,16:00,13.01,Irene,Morning,8
SB_E001,Alice,Savory Bites,2023-01-18,16:00,02:00,12.79,Bob,Evening,10
UF_E012,Xena,Urban Feast,2023-01-18,08:00,14:00,14.94,Will,Morning,6
UF_E009,Umar,Urban Feast,2023-01-18,16:00,00:00,13.35,Pam,Evening,8
GH_E012,Julia,Gourmet Haven,2023-01-18,08:00,18:00,15.61,Yvonne,Morning,10
GH_E002,Zack,Gourmet Haven,2023-01-18,16:00,02:00,14.76,Gordon,Evening,10
SB_E010,Jack,Savory Bites,2023-01-19,08:00,16:00,12.25,Bob,Morning,8
SB_E006,Frank,Savory Bites,2023-01-19,16:00,00:00,13.55,Irene,Evening,8
UF_E005,Quincy,Urban Feast,2023-01-19,08:00,18:00,13.43,Mike,Morning,10
UF_E003,Oscar,Urban Feast,2023-01-19,16:00,00:00,14.75,Umar,Evening,8
GH_E005,Carl,Gourmet Haven,2023-01-19,08:00,16:00,14.9,Gordon,Morning,8
GH_E007,Ethan,Gourmet Haven,2023-01-19,16:00,02:00,15.23,Fiona,Evening,10
SB_E005,Eva,Savory Bites,2023-01-20,08:00,16:00,13.5,Frank,Morning,8
SB_E005,Eva,Savory Bites,2023-01-20,16:00,00:00,13.5,Henry,Evening,8
UF_E011,Will,Urban Feast,2023-01-20,08:00,14:00,14.8,Oscar,Morning,6
UF_E007,Steve,Urban Feast,2023-01-20,16:00,00:00,13.89,Nina,Evening,8
GH_E003,Aaron,Gourmet Haven,2023-01-20,08:00,14:00,15.03,Julia,Morning,6
GH_E010,Hanna,Gourmet Haven,2023-01-20,16:00,20:00,15.24,Zack,Evening,4
SB_E007,Grace,Savory Bites,2023-01-21,08:00,12:00,13.6,Leo,Morning,4
SB_E002,Bob,Savory Bites,2023-01-21,16:00,20:00,12.39,Henry,Evening,4
UF_E008,Tara,Urban Feast,2023-01-21,08:00,14:00,13.11,Quincy,Morning,6
UF_E006,Rose,Urban Feast,2023-01-21,16:00,20:00,14.75,Quincy,Evening,4
GH_E010,Hanna,Gourmet Haven,2023-01-21,08:00,18:00,15.24,Carl,Morning,10
GH_E001,Yvonne,Gourmet Haven,2023-01-21,16:00,00:00,14.29,Julia,Evening,8
SB_E004,Dave,Savory Bites,2023-01-22,08:00,16:00,13.01,Alice,Morning,8
SB_E011,Karen,Savory Bites,2023-01-22,16:00,00:00,12.33,Eva,Evening,8
UF_E008,Tara,Urban Feast,2023-01-22,08:00,12:00,13.11,Nina,Morning,4
UF_E002,Nina,Urban Feast,2023-01-22,16:00,00:00,14.02,Pam,Evening,8
GH_E008,Fiona,Gourmet Haven,2023-01-22,08:00,12:00,15.47,Yvonne,Morning,4
GH_E001,Yvonne,Gourmet Haven,2023-01-22,16:00,20:00,14.29,Zack,Evening,4
SB_E012,Leo,Savory Bites,2023-01-23,08:00,14:00,12.75,Carol,Morning,6
SB_E010,Jack,Savory Bites,2023-01-23,16:00,20:00,12.25,Grace,Evening,4
UF_E012,Xena,Urban Feast,2023-01-23,08:00,12:00,14.94,Mike,Morning,4
UF_E005,Quincy,Urban Feast,2023-01-23,16:00,20:00,13.43,Oscar,Evening,4
GH_E003,Aaron,Gourmet Haven,2023-01-23,08:00,14:00,15.03,Carl,Morning,6
GH_E004,Bella,Gourmet Haven,2023-01-23,16:00,00:00,14.09,Yvonne,Evening,8
SB_E010,Jack,Savory Bites,2023-01-24,08:00,14:00,12.25,Grace,Morning,6
SB_E003,Carol,Savory Bites,2023-01-24,16:00,20:00,12.38,Alice,Evening,4
UF_E003,Oscar,Urban Feast,2023-01-24,08:00,12:00,14.75,Xena,Morning,4
UF_E005,Quincy,Urban Feast,2023-01-24,16:00,00:00,13.43,Nina,Evening,8
GH_E003,Aaron,Gourmet Haven,2023-01-24,08:00,14:00,15.03,Gordon,Morning,6
GH_E004,Bella,Gourmet Haven,2023-01-24,16:00,22:00,14.09,Daisy,Evening,6
SB_E012,Leo,Savory Bites,2023-01-25,08:00,18:00,12.75,Carol,Morning,10
SB_E004,Dave,Savory Bites,2023-01-25,16:00,22:00,13.01,Karen,Evening,6
UF_E007,Steve,Urban Feast,2023-01-25,08:00,18:00,13.89,Violet,Morning,10
UF_E010,Violet,Urban Feast,2023-01-25,16:00,22:00,13.18,Steve,Evening,6
GH_E008,Fiona,Gourmet Haven,2023-01-25,08:00,16:00,15.47,Ethan,Morning,8
GH_E008,Fiona,Gourmet Haven,2023-01-25,16:00,20:00,15.47,Yvonne,Evening,4
SB_E002,Bob,Savory Bites,2023-01-26,08:00,18:00,12.39,Grace,Morning,10
SB_E009,Irene,Savory Bites,2023-01-26,16:00,02:00,12.29,Alice,Evening,10
UF_E003,Oscar,Urban Feast,2023-01-26,08:00,14:00,14.75,Violet,Morning,6
UF_E003,Oscar,Urban Feast,2023-01-26,16:00,20:00,14.75,Xena,Evening,4
GH_E001,Yvonne,Gourmet Haven,2023-01-26,08:00,12:00,14.29,Zack,Morning,4
GH_E007,Ethan,Gourmet Haven,2023-01-26,16:00,00:00,15.23,Bella,Evening,8
SB_E011,Karen,Savory Bites,2023-01-27,08:00,18:00,12.33,Bob,Morning,10
SB_E011,Karen,Savory Bites,2023-01-27,16:00,22:00,12.33,Frank,Evening,6
UF_E007,Steve,Urban Feast,2023-01-27,08:00,12:00,13.89,Tara,Morning,4
UF_E012,Xena,Urban Feast,2023-01-27,16:00,20:00,14.94,Quincy,Evening,4
GH_E012,Julia,Gourmet Haven,2023-01-27,08:00,12:00,15.61,Fiona,Morning,4
GH_E004,Bella,Gourmet Haven,2023-01-27,16:00,20:00,14.09,Hanna,Evening,4
SB_E006,Frank,Savory Bites,2023-01-28,08:00,14:00,13.55,Eva,Morning,6
SB_E005,Eva,Savory Bites,2023-01-28,16:00,22:00,13.5,Dave,Evening,6
UF_E009,Umar,Urban Feast,2023-01-28,08:00,18:00,13.35,Xena,Morning,10
UF_E007,Steve,Urban Feast,2023-01-28,16:00,22:00,13.89,Mike,Evening,6
GH_E011,Isaac,Gourmet Haven,2023-01-28,08:00,18:00,15.51,Gordon,Morning,10
GH_E002,Zack,Gourmet Haven,2023-01-28,16:00,00:00,14.76,Fiona,Evening,8
SB_E001,Alice,Savory Bites,2023-01-29,08:00,12:00,12.79,Karen,Morning,4
SB_E007,Grace,Savory Bites,2023-01-29,16:00,02:00,13.6,Frank,Evening,10
UF_E009,Umar,Urban Feast,2023-01-29,08:00,18:00,13.35,Nina,Morning,10
UF_E004,Pam,Urban Feast,2023-01-29,16:00,22:00,13.64,Mike,Evening,6
GH_E002,Zack,Gourmet Haven,2023-01-29,08:00,16:00,14.76,Yvonne,Morning,8
GH_E007,Ethan,Gourmet Haven,2023-01-29,16:00,00:00,15.23,Julia,Evening,8
SB_E009,Irene,Savory Bites,2023-01-30,08:00,12:00,12.29,Karen,Morning,4
SB_E004,Dave,Savory Bites,2023-01-30,16:00,22:00,13.01,Bob,Evening,6
UF_E006,Rose,Urban Feast,2023-01-30,08:00,18:00,14.75,Xena,Morning,10
UF_E010,Violet,Urban Feast,2023-01-30,16:00,02:00,13.18,Nina,Evening,10
GH_E006,Daisy,Gourmet Haven,2023-01-30,08:00,18:00,15.26,Julia,Morning,10
GH_E003,Aaron,Gourmet Haven,2023-01-30,16:00,02:00,15.03,Yvonne,Evening,10
SB_E012,Leo,Savory Bites,2023-01-31,08:00,14:00,12.75,Frank,Morning,6
SB_E007,Grace,Savory Bites,2023-01-31,16:00,02:00,13.6,Carol,Evening,10
UF_E005,Quincy,Urban Feast,2023-01-31,08:00,18:00,13.43,Xena,Morning,10
UF_E011,Will,Urban Feast,2023-01-31,16:00,22:00,14.8,Mike,Evening,6
GH_E009,Gordon,Gourmet Haven,2023-01-31,08:00,16:00,14.04,Ethan,Morning,8
GH_E007,Ethan,Gourmet Haven,2023-01-31,16:00,22:00,15.23,Fiona,Evening,6
SB_E008,Henry,Savory Bites,2023-02-01,08:00,18:00,12.97,Dave,Morning,10
SB_E001,Alice,Savory Bites,2023-02-01,16:00,22:00,12.79,Frank,Evening,6
UF_E006,Rose,Urban Feast,2023-02-01,08:00,12:00,14.75,Tara,Morning,4
UF_E006,Rose,Urban Feast,2023-02-01,16:00,22:00,14.75,Nina,Evening,6
GH_E011,Isaac,Gourmet Haven,2023-02-01,08:00,14:00,15.51,Hanna,Morning,6
GH_E002,Zack,Gourmet Haven,2023-02-01,16:00,22:00,14.76,Aaron,Evening,6
SB_E005,Eva,Savory Bites,2023-02-02,08:00,14:00,13.5,Henry,Morning,6
SB_E001,Alice,Savory Bites,2023-02-02,16:00,02:00,12.79,Carol,Evening,10
UF_E004,Pam,Urban Feast,2023-02-02,08:00,12:00,13.64,Nina,Morning,4
UF_E012,Xena,Urban Feast,2023-02-02,16:00,20:00,14.94,Will,Evening,4
GH_E012,Julia,Gourmet Haven,2023-02-02,08:00,16:00,15.61,Isaac,Morning,8
GH_E009,Gordon,Gourmet Haven,2023-02-02,16:00,20:00,14.04,Bella,Evening,4
SB_E001,Alice,Savory Bites,2023-02-03,08:00,16:00,12.79,Jack,Morning,8
SB_E010,Jack,Savory Bites,2023-02-03,16:00,22:00,12.25,Bob,Evening,6
UF_E007,Steve,Urban Feast,2023-02-03,08:00,16:00,13.89,Mike,Morning,8
UF_E002,Nina,Urban Feast,2023-02-03,16:00,22:00,14.02,Violet,Evening,6
GH_E007,Ethan,Gourmet Haven,2023-02-03,08:00,12:00,15.23,Bella,Morning,4
GH_E007,Ethan,Gourmet Haven,2023-02-03,16:00,02:00,15.23,Aaron,Evening,10
SB_E008,Henry,Savory Bites,2023-02-04,08:00,16:00,12.97,Leo,Morning,8
SB_E005,Eva,Savory Bites,2023-02-04,16:00,00:00,13.5,Frank,Evening,8
UF_E003,Oscar,Urban Feast,2023-02-04,08:00,12:00,14.75,Violet,Morning,4
UF_E009,Umar,Urban Feast,2023-02-04,16:00,00:00,13.35,Mike,Evening,8
GH_E011,Isaac,Gourmet Haven,2023-02-04,08:00,18:00,15.51,Yvonne,Morning,10
GH_E006,Daisy,Gourmet Haven,2023-02-04,16:00,20:00,15.26,Isaac,Evening,4
SB_E001,Alice,Savory Bites,2023-02-05,08:00,18:00,12.79,Frank,Morning,10
SB_E011,Karen,Savory Bites,2023-02-05,16:00,20:00,12.33,Irene,Evening,4
UF_E008,Tara,Urban Feast,2023-02-05,08:00,18:00,13.11,Oscar,Morning,10
UF_E011,Will,Urban Feast,2023-02-05,16:00,02:00,14.8,Oscar,Evening,10
GH_E004,Bella,Gourmet Haven,2023-02-05,08:00,18:00,14.09,Carl,Morning,10
GH_E003,Aaron,Gourmet Haven,2023-02-05,16:00,20:00,15.03,Carl,Evening,4
SB_E006,Frank,Savory Bites,2023-02-06,08:00,18:00,13.55,Karen,Morning,10
SB_E009,Irene,Savory Bites,2023-02-06,16:00,00:00,12.29,Jack,Evening,8
UF_E009,Umar,Urban Feast,2023-02-06,08:00,12:00,13.35,Steve,Morning,4
UF_E006,Rose,Urban Feast,2023-02-06,16:00,00:00,14.75,Oscar,Evening,8
GH_E005,Carl,Gourmet Haven,2023-02-06,08:00,16:00,14.9,Yvonne,Morning,8
GH_E012,Julia,Gourmet Haven,2023-02-06,16:00,20:00,15.61,Yvonne,Evening,4
SB_E001,Alice,Savory Bites,2023-02-07,08:00,12:00,12.79,Eva,Morning,4
SB_E006,Frank,Savory Bites,2023-02-07,16:00,22:00,13.55,Irene,Evening,6
UF_E008,Tara,Urban Feast,2023-02-07,08:00,14:00,13.11,Rose,Morning,6
UF_E005,Quincy,Urban Feast,2023-02-07,16:00,22:00,13.43,Will,Evening,6
GH_E009,Gordon,Gourmet Haven,2023-02-07,08:00,16:00,14.04,Daisy,Morning,8
GH_E011,Isaac,Gourmet Haven,2023-02-07,16:00,20:00,15.51,Ethan,Evening,4
SB_E012,Leo,Savory Bites,2023-02-08,08:00,16:00,12.75,Frank,Morning,8
SB_E008,Henry,Savory Bites,2023-02-08,16:00,22:00,12.97,Carol,Evening,6
UF_E005,Quincy,Urban Feast,2023-02-08,08:00,18:00,13.43,Steve,Morning,10
UF_E005,Quincy,Urban Feast,2023-02-08,16:00,02:00,13.43,Pam,Evening,10
GH_E009,Gordon,Gourmet Haven,2023-02-08,08:00,16:00,14.04,Zack,Morning,8
GH_E012,Julia,Gourmet Haven,2023-02-08,16:00,20:00,15.61,Yvonne,Evening,4
SB_E006,Frank,Savory Bites,2023-02-09,08:00,16:00,13.55,Karen,Morning,8
SB_E008,Henry,Savory Bites,2023-02-09,16:00,22:00,12.97,Dave,Evening,6
UF_E010,Violet,Urban Feast,2023-02-09,08:00,18:00,13.18,Oscar,Morning,10
UF_E004,Pam,Urban Feast,2023-02-09,16:00,22:00,13.64,Umar,Evening,6
GH_E010,Hanna,Gourmet Haven,2023-02-09,08:00,16:00,15.24,Isaac,Morning,8
GH_E011,Isaac,Gourmet Haven,2023-02-09,16:00,00:00,15.51,Bella,Evening,8
SB_E009,Irene,Savory Bites,2023-02-10,08:00,12:00,12.29,Eva,Morning,4
SB_E002,Bob,Savory Bites,2023-02-10,16:00,02:00,12.39,Henry,Evening,10
UF_E007,Steve,Urban Feast,2023-02-10,08:00,12:00,13.89,Umar,Morning,4
UF_E002,Nina,Urban Feast,2023-02-10,16:00,22:00,14.02,Pam,Evening,6
GH_E005,Carl,Gourmet Haven,2023-02-10,08:00,18:00,14.9,Aaron,Morning,10
GH_E004,Bella,Gourmet Haven,2023-02-10,16:00,20:00,14.09,Fiona,Evening,4
SB_E007,Grace,Savory Bites,2023-02-11,08:00,12:00,13.6,Irene,Morning,4
SB_E010,Jack,Savory Bites,2023-02-11,16:00,22:00,12.25,Bob,Evening,6
UF_E003,Oscar,Urban Feast,2023-02-11,08:00,18:00,14.75,Steve,Morning,10
UF_E009,Umar,Urban Feast,2023-02-11,16:00,20:00,13.35,Will,Evening,4
GH_E002,Zack,Gourmet Haven,2023-02-11,08:00,16:00,14.76,Ethan,Morning,8
GH_E004,Bella,Gourmet Haven,2023-02-11,16:00,02:00,14.09,Gordon,Evening,10
SB_E010,Jack,Savory Bites,2023-02-12,08:00,12:00,12.25,Leo,Morning,4
SB_E011,Karen,Savory Bites,2023-02-12,16:00,20:00,12.33,Irene,Evening,4
UF_E006,Rose,Urban Feast,2023-02-12,08:00,18:00,14.75,Nina,Morning,10
UF_E012,Xena,Urban Feast,2023-02-12,16:00,22:00,14.94,Steve,Evening,6
GH_E012,Julia,Gourmet Haven,2023-02-12,08:00,18:00,15.61,Carl,Morning,10
GH_E003,Aaron,Gourmet Haven,2023-02-12,16:00,02:00,15.03,Yvonne,Evening,10
SB_E009,Irene,Savory Bites,2023-02-13,08:00,12:00,12.29,Grace,Morning,4
SB_E009,Irene,Savory Bites,2023-02-13,16:00,02:00,12.29,Carol,Evening,10
UF_E010,Violet,Urban Feast,2023-02-13,08:00,18:00,13.18,Steve,Morning,10
UF_E002,Nina,Urban Feast,2023-02-13,16:00,20:00,14.02,Steve,Evening,4
GH_E012,Julia,Gourmet Haven,2023-02-13,08:00,14:00,15.61,Zack,Morning,6
GH_E004,Bella,Gourmet Haven,2023-02-13,16:00,02:00,14.09,Daisy,Evening,10
SB_E009,Irene,Savory Bites,2023-02-14,08:00,16:00,12.29,Alice,Morning,8
SB_E001,Alice,Savory Bites,2023-02-14,16:00,20:00,12.79,Grace,Evening,4
UF_E007,Steve,Urban Feast,2023-02-14,08:00,12:00,13.89,Mike,Morning,4
UF_E007,Steve,Urban Feast,2023-02-14,16:00,22:00,13.89,Mike,Evening,6
GH_E009,Gordon,Gourmet Haven,2023-02-14,08:00,18:00,14.04,Ethan,Morning,10
GH_E002,Zack,Gourmet Haven,2023-02-14,16:00,22:00,14.76,Fiona,Evening,6
SB_E003,Carol,Savory Bites,2023-02-15,08:00,18:00,12.38,Karen,Morning,10
SB_E003,Carol,Savory Bites,2023-02-15,16:00,22:00,12.38,Grace,Evening,6
UF_E002,Nina,Urban Feast,2023-02-15,08:00,14:00,14.02,Tara,Morning,6
UF_E012,Xena,Urban Feast,2023-02-15,16:00,22:00,14.94,Quincy,Evening,6
GH_E012,Julia,Gourmet Haven,2023-02-15,08:00,12:00,15.61,Zack,Morning,4
GH_E003,Aaron,Gourmet Haven,2023-02-15,16:00,20:00,15.03,Carl,Evening,4
SB_E002,Bob,Savory Bites,2023-02-16,08:00,12:00,12.39,Eva,Morning,4
SB_E003,Carol,Savory Bites,2023-02-16,16:00,00:00,12.38,Grace,Evening,8
UF_E003,Oscar,Urban Feast,2023-02-16,08:00,16:00,14.75,Steve,Morning,8
UF_E007,Steve,Urban Feast,2023-02-16,16:00,22:00,13.89,Rose,Evening,6
GH_E007,Ethan,Gourmet Haven,2023-02-16,08:00,16:00,15.23,Hanna,Morning,8
GH_E005,Carl,Gourmet Haven,2023-02-16,16:00,20:00,14.9,Fiona,Evening,4
SB_E009,Irene,Savory Bites,2023-02-17,08:00,16:00,12.29,Alice,Morning,8
SB_E011,Karen,Savory Bites,2023-02-17,16:00,02:00,12.33,Alice,Evening,10
UF_E002,Nina,Urban Feast,2023-02-17,08:00,18:00,14.02,Oscar,Morning,10
UF_E005,Quincy,Urban Feast,2023-02-17,16:00,22:00,13.43,Pam,Evening,6
GH_E001,Yvonne,Gourmet Haven,2023-02-17,08:00,16:00,14.29,Bella,Morning,8
GH_E002,Zack,Gourmet Haven,2023-02-17,16:00,22:00,14.76,Bella,Evening,6
SB_E001,Alice,Savory Bites,2023-02-18,08:00,12:00,12.79,Leo,Morning,4
SB_E008,Henry,Savory Bites,2023-02-18,16:00,20:00,12.97,Karen,Evening,4
UF_E010,Violet,Urban Feast,2023-02-18,08:00,12:00,13.18,Rose,Morning,4
UF_E011,Will,Urban Feast,2023-02-18,16:00,00:00,14.8,Steve,Evening,8
GH_E010,Hanna,Gourmet Haven,2023-02-18,08:00,12:00,15.24,Fiona,Morning,4
